"Instparm: Type","PXC"
"Instparm: Bank",      1.00
"Instparm: Lam1",      1.54
"Instparm: Lam2",      1.54
"Instparm: Zero",  0.000000
"Instparm: Polariz.",      0.70
"Instparm: Azimuth",      0.00
"Instparm: I(L2)/I(L1)",      0.50
"Instparm: U",      9.42
"Instparm: V",    -12.57
"Instparm: W",     22.76
"Instparm: X",      0.66
"Instparm: Y",      2.50
"Instparm: Z",      0.00
"Instparm: SH/L",      0.00
"Instparm: Source","?"
"Samparm: InstrName",
"Samparm: Scale",    100.00
"Samparm: Type",Bragg-Brentano
"Samparm: DisplaceX",      0.00
"Samparm: DisplaceY",      0.00
"Samparm: Temperature",    300.00
"Samparm: Pressure",      0.10
"Samparm: Time",      0.00
"Samparm: Gonio. radius",    200.00
"Samparm: Omega",      0.00
"Samparm: Chi",      0.00
"Samparm: Phi",      0.00
"Samparm: Azimuth",      0.00
"Samparm: Shift",      0.00
"Samparm: Transparency",      0.00
"Samparm: SurfRoughA",      0.00
"Samparm: SurfRoughB",      0.00
"x","y_obs","weight","y_calc","y_bkg","Q"
114.33,5.90153,0.169448,5.95076,1,6.85408
114.34,9.11672,0.109689,6.05836,1,6.85447
114.35,4,0.25,6.16989,1,6.85485
114.36,8.57109,0.116671,6.28555,1,6.85524
114.37,6,0.166667,6.40554,1,6.85562
114.38,9,0.111111,6.53011,1,6.85601
114.39,3,0.333333,6.65948,1,6.8564
114.4,8,0.125,6.79392,1,6.85678
114.41,4.8674,0.205448,6.9337,1,6.85717
114.42,11,0.0909091,7.07912,1,6.85755
114.43,5.46096,0.183118,7.23048,1,6.85794
114.44,10.7763,0.0927965,7.38814,1,6.85832
114.45,5,0.2,7.55244,1,6.85871
114.46,9.44757,0.105847,7.72379,1,6.85909
114.47,4.80518,0.208109,7.90259,1,6.85948
114.48,17,0.0588235,8.0893,1,6.85986
114.49,6,0.166667,8.28441,1,6.86025
114.5,12,0.0833333,8.48843,1,6.86063
114.51,7,0.142857,8.70194,1,6.86102
114.52,12,0.0833333,8.92555,1,6.8614
114.53,9,0.111111,9.15991,1,6.86179
114.54,9.81149,0.101921,9.40574,1,6.86217
114.55,4.32767,0.231071,9.66383,1,6.86256
114.56,11.8701,0.0842456,9.93503,1,6.86294
114.57,10,0.1,10.2203,1,6.86333
114.58,15.041,0.0664847,10.5205,1,6.86371
114.59,10,0.1,10.8369,1,6.8641
114.6,12,0.0833333,11.1707,1,6.86448
114.61,10.0464,0.099538,11.5232,1,6.86487
114.62,17,0.0588235,11.8959,1,6.86525
114.63,9,0.111111,12.2904,1,6.86564
114.64,14.4173,0.0693609,12.7087,1,6.86602
114.65,12,0.0833333,13.1527,1,6.86641
114.66,20,0.05,13.6249,1,6.86679
114.67,5.25598,0.190259,14.128,1,6.86717
114.68,17,0.0588235,14.6651,1,6.86756
114.69,14,0.0714286,15.2398,1,6.86794
114.7,17,0.0588235,15.8564,1,6.86833
114.71,15.0398,0.0664903,16.5199,1,6.86871
114.72,19.4724,0.0513546,17.2362,1,6.86909
114.73,17,0.0588235,18.0125,1,6.86948
114.74,21,0.047619,18.857,1,6.86986
114.75,17,0.0588235,19.7799,1,6.87025
114.76,21.5865,0.0463252,20.7933,1,6.87063
114.77,15.8224,0.0632017,21.9112,1,6.87101
114.78,25,0.04,23.1506,1,6.8714
114.79,24.0623,0.0415587,24.5312,1,6.87178
114.8,29.1521,0.0343028,26.0761,1,6.87216
114.81,25.6237,0.0390264,27.8118,1,6.87255
114.82,32,0.03125,29.7689,1,6.87293
114.83,27,0.037037,31.9815,1,6.87331
114.84,38.9754,0.0256572,34.4877,1,6.8737
114.85,33.6586,0.0297101,37.3293,1,6.87408
114.86,48,0.0208333,40.5513,1,6.87446
114.87,40.4023,0.024751,44.2012,1,6.87485
114.88,54.6564,0.0182961,48.3282,1,6.87523
114.89,52.9641,0.0188807,52.982,1,6.87561
114.9,59.4222,0.0168287,58.2111,1,6.876
114.91,63,0.015873,64.0608,1,6.87638
114.92,74.1425,0.0134875,70.5712,1,6.87676
114.93,64.5482,0.0154923,77.7741,1,6.87715
114.94,106,0.00943396,85.6894,1,6.87753
114.95,81,0.0123457,94.3208,1,6.87791
114.96,109.301,0.00914903,103.651,1,6.87829
114.97,108,0.00925926,113.632,1,6.87868
114.98,127.367,0.00785135,124.183,1,6.87906
114.99,131.351,0.00761319,135.175,1,6.87944
115,151,0.00662252,146.427,1,6.87982
115.01,148,0.00675676,157.695,1,6.88021
115.02,180,0.00555556,168.678,1,6.88059
115.03,158.048,0.00632717,179.024,1,6.88097
115.04,191.701,0.00521646,188.351,1,6.88135
115.05,176.552,0.00566404,196.276,1,6.88174
115.06,226.915,0.00440693,202.458,1,6.88212
115.07,194,0.00515464,206.622,1,6.8825
115.08,223,0.0044843,208.59,1,6.88288
115.09,205.579,0.00486431,208.29,1,6.88326
115.1,215.517,0.00464,205.759,1,6.88365
115.11,168.289,0.00594214,201.145,1,6.88403
115.12,210,0.0047619,194.695,1,6.88441
115.13,184.471,0.0054209,186.736,1,6.88479
115.14,189,0.00529101,177.645,1,6.88517
115.15,143.633,0.0069622,167.816,1,6.88556
115.16,159.246,0.00627959,157.623,1,6.88594
115.17,146.793,0.00681229,147.397,1,6.88632
115.18,141.826,0.00705092,137.413,1,6.8867
115.19,125,0.008,127.888,1,6.88708
115.2,120,0.00833333,118.984,1,6.88746
115.21,97,0.0103093,110.817,1,6.88784
115.22,114,0.00877193,103.467,1,6.88823
115.23,91,0.010989,96.9858,1,6.88861
115.24,102,0.00980392,91.4046,1,6.88899
115.25,83.4809,0.0119788,86.7404,1,6.88937
115.26,93,0.0107527,83.001,1,6.88975
115.27,75.3762,0.0132668,80.1881,1,6.89013
115.28,82,0.0121951,78.301,1,6.89051
115.29,76.6759,0.0130419,77.338,1,6.89089
115.3,87,0.0114943,77.2979,1,6.89128
115.31,67.3617,0.0148452,78.1809,1,6.89166
115.32,84.9766,0.0117679,79.9883,1,6.89204
115.33,77.4447,0.0129124,82.7223,1,6.89242
115.34,92,0.0108696,86.3845,1,6.8928
115.35,82,0.0121951,90.9741,1,6.89318
115.36,99.9706,0.0100029,96.4853,1,6.89356
115.37,93,0.0107527,102.904,1,6.89394
115.38,115,0.00869565,110.204,1,6.89432
115.39,102,0.00980392,118.339,1,6.8947
115.4,133,0.0075188,127.24,1,6.89508
115.41,120,0.00833333,136.8,1,6.89546
115.42,147.741,0.0067686,146.87,1,6.89584
115.43,148.493,0.00673432,157.247,1,6.89622
115.44,179,0.00558659,167.66,1,6.8966
115.45,156,0.00641026,177.777,1,6.89698
115.46,197.41,0.0050656,187.205,1,6.89736
115.47,192,0.00520833,195.515,1,6.89774
115.48,209.565,0.00477178,202.283,1,6.89812
115.49,197,0.00507614,207.135,1,6.8985
115.5,223,0.0044843,209.801,1,6.89888
115.51,185,0.00540541,210.148,1,6.89926
115.52,218,0.00458716,208.186,1,6.89964
115.53,194.114,0.00515161,204.057,1,6.90002
115.54,207.999,0.00480772,197.999,1,6.9004
115.55,184,0.00543478,190.315,1,6.90078
115.56,181.682,0.00550412,181.341,1,6.90116
115.57,169,0.00591716,171.422,1,6.90154
115.58,173,0.00578035,160.897,1,6.90192
115.59,142.161,0.0070343,150.08,1,6.9023
115.6,149,0.00671141,139.25,1,6.90268
115.61,123.281,0.00811157,128.64,1,6.90306
115.62,135,0.00740741,118.436,1,6.90344
115.63,101.551,0.00984724,108.776,1,6.90382
115.64,107,0.00934579,99.7551,1,6.9042
115.65,89,0.011236,91.4348,1,6.90457
115.66,108.693,0.00920024,83.8464,1,6.90495
115.67,75.9984,0.0131582,76.9992,1,6.90533
115.68,76,0.0131579,70.8859,1,6.90571
115.69,61,0.0163934,65.4871,1,6.90609
115.7,65.5511,0.0152553,60.7756,1,6.90647
115.71,51,0.0196078,56.7186,1,6.90685
115.72,62.5622,0.0159841,53.2811,1,6.90723
115.73,49.8543,0.0200585,50.4271,1,6.90761
115.74,62,0.016129,48.1214,1,6.90798
115.75,44,0.0227273,46.3302,1,6.90836
115.76,50.0441,0.0199824,45.0221,1,6.90874
115.77,37,0.027027,44.168,1,6.90912
115.78,48,0.0208333,43.7413,1,6.9095
115.79,39.4344,0.0253585,43.7172,1,6.90988
115.8,55,0.0181818,44.0721,1,6.91026
115.81,35,0.0285714,44.7824,1,6.91063
115.82,57,0.0175439,45.8238,1,6.91101
115.83,46,0.0217391,47.1688,1,6.91139
115.84,53,0.0188679,48.7851,1,6.91177
115.85,50,0.02,50.6328,1,6.91215
115.86,56,0.0178571,52.6612,1,6.91252
115.87,54,0.0185185,54.8057,1,6.9129
115.88,62.9689,0.0158809,56.9844,1,6.91328
115.89,53.1935,0.0187993,59.0968,1,6.91366
115.9,62,0.016129,61.0242,1,6.91404
115.91,59.2724,0.0168713,62.6362,1,6.91441
115.92,64.6023,0.0154793,63.8012,1,6.91479
115.93,53,0.0188679,64.4029,1,6.91517
115.94,77,0.012987,64.3585,1,6.91555
115.95,56,0.0178571,63.6331,1,6.91592
115.96,70.4925,0.0141859,62.2463,1,6.9163
115.97,52.5347,0.019035,60.2673,1,6.91668
115.98,69.6042,0.0143669,57.8021,1,6.91706
115.99,51,0.0196078,54.9745,1,6.91743
116,62.8195,0.0159186,51.9098,1,6.91781
116.01,48.4437,0.0206425,48.7218,1,6.91819
116.02,51.0133,0.0196027,45.5067,1,6.91856
116.03,40.6799,0.0245822,42.3399,1,6.91894
116.04,43.5565,0.0229587,39.2782,1,6.91932
116.05,18.7234,0.0534091,36.3617,1,6.9197
116.06,37.2339,0.0268573,33.6169,1,6.92007
116.07,31,0.0322581,31.06,1,6.92045
116.08,32,0.03125,28.6987,1,6.92083
116.09,21,0.047619,26.5346,1,6.9212
116.1,27,0.037037,24.5644,1,6.92158
116.11,6.5622,0.152388,22.7811,1,6.92196
116.12,28,0.0357143,21.1752,1,6.92233
116.13,16.4704,0.0607149,19.7352,1,6.92271
116.14,21.897,0.0456684,18.4485,1,6.92309
116.15,17,0.0588235,17.3017,1,6.92346
116.16,18.5627,0.0538716,16.2813,1,6.92384
116.17,11,0.0909091,15.3742,1,6.92422
116.18,18.135,0.0551421,14.5675,1,6.92459
116.19,11,0.0909091,13.8493,1,6.92497
116.2,18,0.0555556,13.2086,1,6.92534
116.21,12,0.0833333,12.6354,1,6.92572
116.22,12.2414,0.0816897,12.1207,1,6.9261
116.23,11.3135,0.08839,11.6567,1,6.92647
116.24,15.4732,0.0646279,11.2366,1,6.92685
116.25,6.70875,0.149059,10.8544,1,6.92722
116.26,12,0.0833333,10.505,1,6.9276
116.27,0.368505,2.71367,10.1843,1,6.92798
116.28,12.7769,0.0782661,9.88846,1,6.92835
116.29,6,0.166667,9.6146,1,6.92873
116.3,13.7203,0.072885,9.36013,1,6.9291
116.31,6,0.166667,9.12289,1,6.92948
116.32,11,0.0909091,8.90108,1,6.92985
116.33,6.38638,0.156583,8.69319,1,6.93023
116.34,11,0.0909091,8.4979,1,6.93061
116.35,8,0.125,8.31412,1,6.93098
116.36,10.2817,0.0972598,8.14087,1,6.93136
116.37,7.95465,0.125713,7.97732,1,6.93173
116.38,8,0.125,7.82275,1,6.93211
116.39,6,0.166667,7.67651,1,6.93248
116.4,9,0.111111,7.53801,1,6.93286
116.41,1.81348,0.551426,7.40674,1,6.93323
116.42,10.5645,0.0946569,7.28224,1,6.93361
116.43,6.32816,0.158024,7.16408,1,6.93398
116.44,9,0.111111,7.05188,1,6.93436
116.45,6.89057,0.145126,6.94528,1,6.93473
116.46,9,0.111111,6.84398,1,6.93511
116.47,3.49533,0.286096,6.74766,1,6.93548
116.48,8.31214,0.120306,6.65607,1,6.93586
116.49,2,0.5,6.56895,1,6.93623
116.5,7.97213,0.125437,6.48606,1,6.93661
116.51,4,0.25,6.40721,1,6.93698
116.52,6.66436,0.150052,6.33218,1,6.93735
116.53,4,0.25,6.2608,1,6.93773
116.54,8.3858,0.119249,6.1929,1,6.9381
116.55,4,0.25,6.12832,1,6.93848
116.56,6.13382,0.163031,6.06691,1,6.93885
116.57,4,0.25,6.00854,1,6.93923
116.58,12,0.0833333,5.95308,1,6.9396
116.59,4.80084,0.208297,5.90042,1,6.93997
116.6,10.7009,0.0934501,5.85045,1,6.94035
116.61,5.60611,0.178377,5.80306,1,6.94072
116.62,8.51631,0.117422,5.75816,1,6.9411
116.63,3.43132,0.291433,5.71566,1,6.94147
116.64,7,0.142857,5.67548,1,6.94184
116.65,4,0.25,5.63755,1,6.94222
116.66,7,0.142857,5.60179,1,6.94259
116.67,2,0.5,5.56814,1,6.94297
116.68,7.07307,0.141381,5.53654,1,6.94334
116.69,4,0.25,5.50692,1,6.94371
116.7,9,0.111111,5.47924,1,6.94409
116.71,2.9069,0.344009,5.45345,1,6.94446
116.72,8,0.125,5.4295,1,6.94483
116.73,3.81471,0.262143,5.40736,1,6.94521
116.74,7.77395,0.128635,5.38697,1,6.94558
116.75,3,0.333333,5.36832,1,6.94595
116.76,8.70271,0.114907,5.35136,1,6.94633
116.77,1.67212,0.598044,5.33606,1,6.9467
116.78,6.64481,0.150493,5.3224,1,6.94707
116.79,4.62072,0.216416,5.31036,1,6.94745
116.8,8,0.125,5.29991,1,6.94782
116.81,2,0.5,5.29104,1,6.94819
116.82,5.56746,0.179615,5.28373,1,6.94857
116.83,2.55592,0.391249,5.27796,1,6.94894
116.84,6,0.166667,5.27372,1,6.94931
116.85,2,0.5,5.27101,1,6.94968
116.86,7,0.142857,5.26981,1,6.95006
116.87,5,0.2,5.27012,1,6.95043
116.88,5.54386,0.18038,5.27193,1,6.9508
116.89,5,0.2,5.27525,1,6.95117
116.9,7,0.142857,5.28007,1,6.95155
116.91,3.57281,0.279892,5.28641,1,6.95192
116.92,5.5885,0.178939,5.29425,1,6.95229
116.93,2.60723,0.383549,5.30361,1,6.95266
116.94,6,0.166667,5.31451,1,6.95304
116.95,2.65388,0.376807,5.32694,1,6.95341
116.96,7,0.142857,5.34092,1,6.95378
116.97,2.71294,0.368603,5.35647,1,6.95415
116.98,5.74721,0.173997,5.37361,1,6.95453
116.99,-1.21531,1,5.39234,1,6.9549
117,6.82541,0.146511,5.41271,1,6.95527
117.01,3.86944,0.258436,5.43472,1,6.95564
117.02,5.91681,0.16901,5.45841,1,6.95601
117.03,3.96759,0.252042,5.4838,1,6.95638
117.04,7.02184,0.142413,5.51092,1,6.95676
117.05,1,1,5.53982,1,6.95713
117.06,6.14103,0.162839,5.57052,1,6.9575
117.07,5.20612,0.192082,5.60306,1,6.95787
117.08,8.27498,0.120846,5.63749,1,6.95824
117.09,5,0.2,5.67385,1,6.95861
117.1,7.42438,0.134691,5.71219,1,6.95899
117.11,5.50511,0.181649,5.75256,1,6.95936
117.12,9,0.111111,5.79501,1,6.95973
117.13,-0.320784,1,5.83961,1,6.9601
117.14,8.77282,0.113988,5.88641,1,6.96047
117.15,1.87097,0.534483,5.93548,1,6.96084
117.16,6,0.166667,5.9869,1,6.96121
117.17,5,0.2,6.04073,1,6.96158
117.18,10,0.1,6.09705,1,6.96196
117.19,4.31191,0.231916,6.15596,1,6.96233
117.2,6.43506,0.155399,6.21753,1,6.9627
117.21,5.56373,0.179736,6.28186,1,6.96307
117.22,7,0.142857,6.34906,1,6.96344
117.23,5,0.2,6.41923,1,6.96381
117.24,8,0.125,6.49248,1,6.96418
117.25,6,0.166667,6.56894,1,6.96455
117.26,7,0.142857,6.64872,1,6.96492
117.27,6.46396,0.154704,6.73198,1,6.96529
117.28,10,0.1,6.81884,1,6.96566
117.29,5,0.2,6.90947,1,6.96603
117.3,9,0.111111,7.00403,1,6.9664
117.31,6.20536,0.161151,7.10268,1,6.96677
117.32,8.41124,0.118888,7.20562,1,6.96714
117.33,5.62609,0.177743,7.31304,1,6.96751
117.34,9.85031,0.10152,7.42515,1,6.96788
117.35,6,0.166667,7.54218,1,6.96825
117.36,11.3287,0.0882714,7.66435,1,6.96863
117.37,4,0.25,7.79192,1,6.969
117.38,10,0.1,7.92518,1,6.96936
117.39,5.12878,0.194978,8.06439,1,6.96973
117.4,8.41975,0.118768,8.20987,1,6.9701
117.41,8,0.125,8.36196,1,6.97047
117.42,9,0.111111,8.52101,1,6.97084
117.43,6,0.166667,8.68739,1,6.97121
117.44,16,0.0625,8.86152,1,6.97158
117.45,6.08765,0.164267,9.04382,1,6.97195
117.46,14,0.0714286,9.23478,1,6.97232
117.47,7,0.142857,9.43489,1,6.97269
117.48,14,0.0714286,9.6447,1,6.97306
117.49,8,0.125,9.8648,1,6.97343
117.5,14,0.0714286,10.0958,1,6.9738
117.51,6,0.166667,10.3384,1,6.97417
117.52,14,0.0714286,10.5934,1,6.97454
117.53,9,0.111111,10.8614,1,6.97491
117.54,15,0.0666667,11.1435,1,6.97528
117.55,7.88101,0.126887,11.4405,1,6.97565
117.56,15.5069,0.0644873,11.7535,1,6.97602
117.57,10.167,0.0983575,12.0835,1,6.97638
117.58,14,0.0714286,12.4318,1,6.97675
117.59,10.5994,0.0943445,12.7997,1,6.97712
117.6,17.3774,0.057546,13.1887,1,6.97749
117.61,8.20072,0.12194,13.6004,1,6.97786
117.62,19.0729,0.0524304,14.0365,1,6.97823
117.63,14,0.0714286,14.499,1,6.9786
117.64,21,0.047619,14.9901,1,6.97897
117.65,10.0246,0.0997546,15.5123,1,6.97933
117.66,18.1368,0.0551365,16.0684,1,6.9797
117.67,7.32311,0.136554,16.6616,1,6.98007
117.68,27,0.037037,17.2954,1,6.98044
117.69,16.9428,0.059022,17.9714,1,6.98081
117.7,20,0.05,18.7001,1,6.98118
117.71,18,0.0555556,19.4845,1,6.98154
117.72,21,0.047619,20.3314,1,6.98191
117.73,18.4976,0.0540612,21.2488,1,6.98228
117.74,27.4927,0.0363733,22.2463,1,6.98265
117.75,9.67089,0.103403,23.3354,1,6.98302
117.76,30,0.0333333,24.5297,1,6.98338
117.77,20.6901,0.0483323,25.845,1,6.98375
117.78,29.6012,0.0337824,27.3006,1,6.98412
117.79,20.8371,0.0479913,28.9186,1,6.98449
117.8,43.4499,0.023015,30.725,1,6.98486
117.81,30.4996,0.0327873,32.7498,1,6.98522
117.82,50,0.02,35.0275,1,6.98559
117.83,36,0.0277778,37.5968,1,6.98596
117.84,46.0026,0.0217379,40.5013,1,6.98633
117.85,33.5777,0.0297817,43.7888,1,6.98669
117.86,54,0.0185185,47.5113,1,6.98706
117.87,49,0.0204082,51.7241,1,6.98743
117.88,64.9705,0.0153916,56.4852,1,6.9878
117.89,59.708,0.0167482,61.854,1,6.98816
117.9,76.7791,0.0130244,67.8896,1,6.98853
117.91,64.2981,0.0155526,74.6491,1,6.9889
117.92,87,0.0114943,82.1854,1,6.98926
117.93,78,0.0128205,90.5447,1,6.98963
117.94,104.526,0.00956696,99.7632,1,6.99
117.95,100,0.01,109.864,1,6.99036
117.96,131.701,0.00759296,120.85,1,6.99073
117.97,127,0.00787402,132.705,1,6.9911
117.98,170,0.00588235,145.378,1,6.99147
117.99,158,0.00632911,158.781,1,6.99183
118,176,0.00568182,172.774,1,6.9922
118.01,185,0.00540541,187.155,1,6.99257
118.02,209,0.00478469,201.645,1,6.99293
118.03,195.761,0.00510828,215.88,1,6.9933
118.04,236.813,0.00422275,229.406,1,6.99366
118.05,230.38,0.00434065,241.69,1,6.99403
118.06,258,0.00387597,252.15,1,6.9944
118.07,248,0.00403226,260.215,1,6.99476
118.08,266,0.0037594,265.39,1,6.99513
118.09,259,0.003861,267.336,1,6.9955
118.1,289.86,0.00344994,265.93,1,6.99586
118.11,234.578,0.00426297,261.289,1,6.99623
118.12,259.492,0.00385369,253.746,1,6.99659
118.13,228,0.00438596,243.792,1,6.99696
118.14,253.006,0.00395247,232.003,1,6.99733
118.15,216.923,0.00460993,218.962,1,6.99769
118.16,222,0.0045045,205.206,1,6.99806
118.17,175.391,0.00570153,191.196,1,6.99842
118.18,185.606,0.00538775,177.303,1,6.99879
118.19,157,0.00636943,163.813,1,6.99916
118.2,164.87,0.0060654,150.935,1,6.99952
118.21,124.629,0.0080238,138.815,1,6.99989
118.22,130,0.00769231,127.549,1,7.00025
118.23,106.391,0.00939925,117.196,1,7.00062
118.24,113,0.00884956,107.783,1,7.00098
118.25,93.6302,0.0106803,99.3151,1,7.00135
118.26,106.565,0.00938397,91.7824,1,7.00171
118.27,76,0.0131579,85.1615,1,7.00208
118.28,88,0.0113636,79.4217,1,7.00244
118.29,64,0.015625,74.5272,1,7.00281
118.3,80,0.0125,70.4404,1,7.00317
118.31,61.2471,0.0163273,67.1235,1,7.00354
118.32,80.0824,0.0124871,64.5412,1,7.0039
118.33,58.3222,0.0171461,62.6611,1,7.00427
118.34,65,0.0153846,61.4553,1,7.00463
118.35,56,0.0178571,60.9007,1,7.005
118.36,65,0.0153846,60.9788,1,7.00536
118.37,52.3514,0.0191017,61.6757,1,7.00573
118.38,64.9623,0.0153935,62.9812,1,7.00609
118.39,60.7748,0.0164542,64.8874,1,7.00646
118.4,74,0.0135135,67.3878,1,7.00682
118.41,57,0.0175439,70.4751,1,7.00719
118.42,75.2784,0.013284,74.1392,1,7.00755
118.43,77,0.012987,78.3645,1,7.00791
118.44,88.2543,0.0113309,83.1272,1,7.00828
118.45,85.7817,0.0116575,88.3909,1,7.00864
118.46,99,0.010101,94.1025,1,7.00901
118.47,91.3723,0.0109442,100.186,1,7.00937
118.48,107,0.00934579,106.537,1,7.00974
118.49,101.027,0.0098983,113.014,1,7.0101
118.5,126.868,0.0078822,119.434,1,7.01046
118.51,114.143,0.00876096,125.571,1,7.01083
118.52,141.318,0.00707624,131.159,1,7.01119
118.53,116.809,0.00856096,135.905,1,7.01156
118.54,162,0.00617284,139.516,1,7.01192
118.55,134.47,0.00743663,141.735,1,7.01228
118.56,154.755,0.00646183,142.377,1,7.01265
118.57,129,0.00775194,141.365,1,7.01301
118.58,150.474,0.00664565,138.737,1,7.01337
118.59,131.293,0.00761658,134.646,1,7.01374
118.6,149,0.00671141,129.328,1,7.0141
118.61,121.126,0.00825586,123.063,1,7.01446
118.62,119,0.00840336,116.143,1,7.01483
118.63,106,0.00943396,108.839,1,7.01519
118.64,106.769,0.009366,101.385,1,7.01555
118.65,88,0.0113636,93.968,1,7.01592
118.66,101,0.00990099,86.7351,1,7.01628
118.67,71,0.0140845,79.7921,1,7.01664
118.68,86,0.0116279,73.213,1,7.01701
118.69,61.0907,0.0163691,67.0454,1,7.01737
118.7,62.6327,0.0159661,61.3163,1,7.01773
118.71,51,0.0196078,56.0372,1,7.0181
118.72,54.4136,0.0183777,51.2068,1,7.01846
118.73,40,0.025,46.8148,1,7.01882
118.74,46.6874,0.0214191,42.8437,1,7.01918
118.75,30.5416,0.0327423,39.2708,1,7.01955
118.76,38,0.0263158,36.0698,1,7.01991
118.77,29.424,0.0339858,33.212,1,7.02027
118.78,31,0.0322581,30.6678,1,7.02063
118.79,23,0.0434783,28.4072,1,7.021
118.8,29.8014,0.0335555,26.4007,1,7.02136
118.81,23.2405,0.0430284,24.6202,1,7.02172
118.82,23.0786,0.0433302,23.0393,1,7.02208
118.83,19.2667,0.0519029,21.6334,1,7.02245
118.84,21.7604,0.0459551,20.3802,1,7.02281
118.85,16.5195,0.0605345,19.2597,1,7.02317
118.86,20,0.05,18.2543,1,7.02353
118.87,14.6969,0.0680417,17.3484,1,7.02389
118.88,20,0.05,16.5286,1,7.02426
118.89,11,0.0909091,15.7832,1,7.02462
118.9,18.2049,0.0549303,15.1024,1,7.02498
118.91,9,0.111111,14.4779,1,7.02534
118.92,18.8049,0.0531777,13.9024,1,7.0257
118.93,12,0.0833333,13.3702,1,7.02607
118.94,16.752,0.0596945,12.876,1,7.02643
118.95,11,0.0909091,12.4157,1,7.02679
118.96,19.9712,0.050072,11.9856,1,7.02715
118.97,8.16557,0.122465,11.5828,1,7.02751
118.98,16.4091,0.0609418,11.2046,1,7.02787
118.99,4.69733,0.212887,10.8487,1,7.02823
119,15,0.0666667,10.5132,1,7.0286
119.01,3.39286,0.294737,10.1964,1,7.02896
119.02,11.7938,0.0847906,9.89688,1,7.02932
119.03,9.22646,0.108384,9.61323,1,7.02968
119.04,13,0.0769231,9.34429,1,7.03004
119.05,8.178,0.122279,9.089,1,7.0304
119.06,10,0.1,8.84641,1,7.03076
119.07,4.23129,0.236335,8.61564,1,7.03112
119.08,12,0.0833333,8.39592,1,7.03148
119.09,7.37304,0.135629,8.18652,1,7.03185
119.1,8.97355,0.111439,7.98678,1,7.03221
119.11,7,0.142857,7.79608,1,7.03257
119.12,8.22778,0.121539,7.61389,1,7.03293
119.13,5.87935,0.170087,7.43967,1,7.03329
119.14,11.5459,0.0866106,7.27296,1,7.03365
119.15,5,0.2,7.11332,1,7.03401
119.16,9,0.111111,6.96033,1,7.03437
119.17,3,0.333333,6.81362,1,7.03473
119.18,8.34568,0.119823,6.67284,1,7.03509
119.19,6,0.166667,6.53766,1,7.03545
119.2,8,0.125,6.40778,1,7.03581
119.21,2.56582,0.389739,6.28291,1,7.03617
119.22,8.32558,0.120112,6.16279,1,7.03653
119.23,5,0.2,6.04718,1,7.03689
119.24,8,0.125,5.93584,1,7.03725
119.25,5,0.2,5.82855,1,7.03761
119.26,7.45025,0.134224,5.72513,1,7.03797
119.27,5,0.2,5.62536,1,7.03833
119.28,8.05818,0.124098,5.52909,1,7.03869
119.29,4,0.25,5.43613,1,7.03905
119.3,7.69269,0.129994,5.34634,1,7.03941
119.31,2,0.5,5.25957,1,7.03977
119.32,5.35136,0.186869,5.17568,1,7.04013
119.33,3,0.333333,5.09453,1,7.04049
119.34,6.03202,0.165782,5.01601,1,7.04085
119.35,3.87999,0.257733,4.93999,1,7.04121
119.36,7,0.142857,4.86638,1,7.04157
119.37,4,0.25,4.79506,1,7.04193
119.38,6.45187,0.154994,4.72593,1,7.04229
119.39,2,0.5,4.65891,1,7.04265
119.4,7.18782,0.139124,4.59391,1,7.043
119.41,4,0.25,4.53084,1,7.04336
119.42,6.93924,0.144108,4.46962,1,7.04372
119.43,4,0.25,4.41018,1,7.04408
119.44,8,0.125,4.35246,1,7.04444
119.45,2.59274,0.385692,4.29637,1,7.0448
119.46,5,0.2,4.24186,1,7.04516
119.47,2.37774,0.420568,4.18887,1,7.04552
119.48,6.27467,0.159371,4.13734,1,7.04588
119.49,4,0.25,4.08721,1,7.04623
119.5,5,0.2,4.03843,1,7.04659
119.51,3.9819,0.251136,3.99095,1,7.04695
119.52,4,0.25,3.94473,1,7.04731
119.53,3.79943,0.263197,3.89971,1,7.04767
119.54,6,0.166667,3.85587,1,7.04803
119.55,0.626281,1.59673,3.81314,1,7.04839
119.56,5,0.2,3.7715,1,7.04874
119.57,2.46181,0.406205,3.73091,1,7.0491
119.58,5,0.2,3.69132,1,7.04946
119.59,2.30543,0.433758,3.65272,1,7.04982
119.6,5,0.2,3.61505,1,7.05018
119.61,3,0.333333,3.5783,1,7.05053
119.62,4.08486,0.244806,3.54243,1,7.05089
119.63,3,0.333333,3.50741,1,7.05125
119.64,5,0.2,3.47322,1,7.05161
119.65,2,0.5,3.43982,1,7.05197
119.66,3.8144,0.262164,3.4072,1,7.05232
119.67,0.750652,1.33218,3.37533,1,7.05268
119.68,4.68835,0.213295,3.34418,1,7.05304
119.69,3,0.333333,3.31373,1,7.0534
119.7,4,0.25,3.28396,1,7.05375
119.71,1,1,3.25485,1,7.05411
119.72,3.45277,0.289622,3.22639,1,7.05447
119.73,3,0.333333,3.19854,1,7.05483
119.74,4.34259,0.230277,3.17129,1,7.05518
119.75,1,1,3.14463,1,7.05554
119.76,4.23708,0.236012,3.11854,1,7.0559
119.77,2.18599,0.457459,3.09299,1,7.05626
119.78,4.13597,0.241781,3.06799,1,7.05661
119.79,3,0.333333,3.0435,1,7.05697
119.8,4,0.25,3.01951,1,7.05733
